b_id,bill_name,congno,total_amount,total_lobbyists,total_agencies,first_year,last_year,num_years
ZZ966766,H.5394,114.0,0.0,1.0,3.0,2016,2016,1
ZZ3729332,S.AMDT.4750,114.0,0.0,2.0,4.0,2016,2016,1
ZZ3729331,S.AMDT.4751,114.0,0.0,2.0,4.0,2016,2016,1
ZZ3729330,S.AMDT.4685,114.0,0.0,2.0,4.0,2016,2016,1
ZZ4773979,S.3932,114.0,0.0,1.0,2.0,2016,2016,1
ZZ4773972,H7,114.0,0.0,1.0,2.0,2016,2016,1
s1429-116,S.1429,116.0,0.0,9.0,14.0,2019,2020,2
ZZ4778626,SR.189,114.0,0.0,1.0,5.0,2017,2017,1
ZZ6041066,H5489,114.0,0.0,2.0,1.0,2016,2016,1
ZZ3729329,S.AMDT.4720,114.0,0.0,2.0,4.0,2016,2016,1
ZZ6025280,H.AMDT.1030,114.0,0.0,2.0,2.0,2016,2016,1
ZZ6025266,H.AMDT.1030,114.0,0.0,2.0,2.0,2016,2016,1
ZZ6025247,H.AMDT.1030,114.0,0.0,2.0,2.0,2016,2016,1
s857-116,S.857,116.0,0.0,2.0,22.0,2019,2020,2
ZZ1358899,S.3398,114.0,0.0,1.0,3.0,2014,2014,1
ZZ1355385,H.AMDT.1218,114.0,0.0,4.0,3.0,2016,2016,1
ZZ3729328,S.AMDT.4749,114.0,0.0,2.0,4.0,2016,2016,1
ZZ3729316,S.AMDT.4750,114.0,0.0,2.0,4.0,2016,2016,1
ZZ3729315,S.AMDT.4685,114.0,0.0,2.0,4.0,2016,2016,1
ZZ1939051,S.3039,114.0,0.0,2.0,2.0,2014,2014,1
ZZ3705302,H.5394,114.0,0.0,1.0,3.0,2016,2016,1
ZZ370503,S.AMDT.307,114.0,0.0,1.0,5.0,2013,2013,1
ZZ4777872,H.5652,114.0,0.0,1.0,2.0,2017,2017,1
s1421-117,S.1421,117.0,0.0,6.0,22.0,2021,2022,2
ZZ969564,H.AMDT.1030,114.0,0.0,2.0,2.0,2016,2016,1
ZZ969161,H.AMDT.1030,114.0,0.0,2.0,2.0,2016,2016,1
ZZ968533,H.AMDT.1030,114.0,0.0,2.0,2.0,2016,2016,1
hr46-116,H.R.46,116.0,0.0,4.0,26.0,2019,2020,2
ZZ1352017,H.6,114.0,0.0,2.0,14.0,2015,2015,1
ZZ1351556,H.6,114.0,0.0,2.0,14.0,2015,2015,1
ZZ4791038,S.AMDT.4750,114.0,0.0,2.0,4.0,2016,2016,1
ZZ6026608,H5489,114.0,0.0,2.0,1.0,2016,2016,1
hr1756-113,H.R.1756,113.0,0.0,1.0,2.0,2014,2014,1
hr3934-115,H.R.3934,115.0,0.0,2.0,4.0,2017,2018,2
hr3933-115,H.R.3933,115.0,0.0,3.0,30.0,2018,2018,1
hr3658-116,H.R.3658,116.0,0.0,2.0,22.0,2019,2020,2
ZZ3120549,H.AMDT.1030,114.0,0.0,2.0,2.0,2016,2016,1
ZZ3120530,H.AMDT.1030,114.0,0.0,2.0,2.0,2016,2016,1
ZZ314140,S.0000,114.0,0.0,2.0,3.0,2014,2014,1
s2471-113,S.2471,113.0,0.0,4.0,2.0,2014,2014,1
hr2794-118,H.R.2794,118.0,0.0,3.0,16.0,2023,2023,1
ZZ3130285,H.AMDT.1218,114.0,0.0,4.0,3.0,2016,2016,1
s2475-112,S.2475,112.0,0.0,2.0,2.0,2013,2013,1
s2473-115,S.2473,115.0,0.0,3.0,30.0,2018,2018,1
s3151-112,S.3151,112.0,0.0,1.0,3.0,2013,2013,1
hr2148-113,H.R.2148,113.0,0.0,2.0,13.0,2013,2013,1
ZZ4791034,S.AMDT.4749,114.0,0.0,2.0,4.0,2016,2016,1
ZZ4791022,S.AMDT.4750,114.0,0.0,2.0,4.0,2016,2016,1
ZZ4791021,S.AMDT.4685,114.0,0.0,2.0,4.0,2016,2016,1
ZZ1353935,H.6,114.0,0.0,1.0,14.0,2015,2015,1
ZZ3111639,S.AMDT.4751,114.0,0.0,2.0,4.0,2016,2016,1
ZZ3111638,S.AMDT.4685,114.0,0.0,2.0,4.0,2016,2016,1
s3156-112,S.3156,112.0,0.0,1.0,6.0,2013,2013,1
hr2794-116,H.R.2794,116.0,0.0,2.0,22.0,2019,2020,2
hr2794-114,H.R.2794,114.0,0.0,2.0,5.0,2015,2015,1
hr2799-115,H.R.2799,115.0,0.0,0.0,2.0,2019,2019,1
ZZ7165318,H.RES.5376,117.0,0.0,1.0,2.0,2022,2022,1
ZZ7165317,S.RES.4013,117.0,0.0,1.0,2.0,2022,2022,1
ZZ7165316,H.RES.7439,117.0,0.0,1.0,2.0,2022,2022,1
ZZ7165314,H.RES.2021,117.0,0.0,1.0,2.0,2022,2022,1
ZZ7165313,S.RES.1244,117.0,0.0,1.0,2.0,2022,2022,1
ZZ3120563,H.AMDT.1030,114.0,0.0,2.0,2.0,2016,2016,1
ZZ1353535,H.6,114.0,0.0,1.0,14.0,2015,2015,1
ZZ969860,H.AMDT.1030,114.0,0.0,2.0,2.0,2016,2016,1
ZZ601634,S.AMDT.4751,114.0,0.0,2.0,4.0,2016,2016,1
ZZ1350224,S.4751,114.0,0.0,4.0,8.0,2016,2016,1
hr2419-115,H.R.2419,115.0,0.0,3.0,30.0,2018,2018,1
ZZ6026607,H5489,114.0,0.0,2.0,1.0,2016,2016,1
ZZ4791037,S.AMDT.4751,114.0,0.0,2.0,4.0,2016,2016,1
ZZ3120507,H.AMDT.1030,114.0,0.0,2.0,2.0,2016,2016,1
ZZ3120469,H.AMDT.1030,114.0,0.0,2.0,2.0,2016,2016,1
ZZ3121891,H5489,114.0,0.0,2.0,1.0,2016,2016,1
ZZ3121890,H5489,114.0,0.0,2.0,1.0,2016,2016,1
ZZ7165312,H.RES.2670,117.0,0.0,1.0,2.0,2022,2022,1
ZZ7165309,H.RES.4442,117.0,0.0,1.0,2.0,2022,2022,1
ZZ7165308,H.RES.2644,117.0,0.0,1.0,2.0,2022,2022,1
ZZ2332039,S.3038,114.0,0.0,2.0,2.0,2014,2014,1
ZZ3111677,H.RES.5265,114.0,0.0,1.0,2.0,2016,2016,1
ZZ3111671,H.RES.5265,114.0,0.0,1.0,2.0,2016,2016,1
ZZ3111640,S.AMDT.4750,114.0,0.0,2.0,4.0,2016,2016,1
ZZ4791036,S.AMDT.4685,114.0,0.0,2.0,4.0,2016,2016,1
ZZ4791035,S.AMDT.4720,114.0,0.0,2.0,4.0,2016,2016,1
hr7336-117,H.R.7336,117.0,0.0,3.0,4.0,2022,2022,1
ZZ6018476,S.4751,114.0,0.0,4.0,8.0,2016,2016,1
ZZ973326,S.3932,114.0,0.0,1.0,2.0,2016,2016,1
ZZ973196,H7,114.0,0.0,1.0,2.0,2016,2016,1
s1390-116,S.1390,116.0,0.0,2.0,22.0,2019,2020,2
ZZ670457,S.3352,114.0,0.0,2.0,2.0,2014,2014,1
hr7329-117,H.R.7329,117.0,0.0,7.0,21.0,2022,2022,1
ZZ6025224,H.AMDT.1030,114.0,0.0,2.0,2.0,2016,2016,1
ZZ6025186,H.AMDT.1030,114.0,0.0,2.0,2.0,2016,2016,1
ZZ6016394,H.RES.5265,114.0,0.0,1.0,2.0,2016,2016,1
ZZ6016388,H.RES.5265,114.0,0.0,1.0,2.0,2016,2016,1
ZZ6016357,S.AMDT.4750,114.0,0.0,2.0,4.0,2016,2016,1
ZZ6016356,S.AMDT.4751,114.0,0.0,2.0,4.0,2016,2016,1
ZZ6016355,S.AMDT.4685,114.0,0.0,2.0,4.0,2016,2016,1
ZZ6016354,S.AMDT.4720,114.0,0.0,2.0,4.0,2016,2016,1
ZZ6016353,S.AMDT.4749,114.0,0.0,2.0,4.0,2016,2016,1
ZZ6016341,S.AMDT.4750,114.0,0.0,2.0,4.0,2016,2016,1
ZZ6016340,S.AMDT.4685,114.0,0.0,2.0,4.0,2016,2016,1
hr3665-113,H.R.3665,113.0,0.0,3.0,6.0,2014,2014,1
hr2141-118,H.R.2141,118.0,0.0,2.0,3.0,2023,2023,1
ZZ1931936,S.3058,114.0,0.0,2.0,2.0,2014,2014,1
ZZ3738255,H.AMDT.1030,114.0,0.0,2.0,2.0,2016,2016,1
s872-116,S.872,116.0,0.0,6.0,0.0,2019,2020,2
s871-116,S.871,116.0,0.0,2.0,22.0,2019,2020,2
ZZ601186,H.R.0000,114.0,0.0,1.0,3.0,2013,2013,1
hr2965-112,H.R.2965,112.0,0.0,1.0,4.0,2013,2013,1
hr3119-116,H.R.3119,116.0,0.0,4.0,13.0,2020,2020,1
s872-118,S.872,118.0,0.0,2.0,3.0,2023,2023,1
ZZ1337027,SR.189,114.0,0.0,1.0,3.0,2016,2016,1
ZZ482822,H.683,114.0,0.0,1.0,0.0,2016,2016,1
ZZ6013596,S.AMDT.3450,114.0,0.0,5.0,2.0,2016,2016,1
ZZ3738241,H.AMDT.1030,114.0,0.0,2.0,2.0,2016,2016,1
ZZ4819422,H2410,113.0,0.0,14.0,2.0,2013,2013,1
ZZ3738222,H.AMDT.1030,114.0,0.0,2.0,2.0,2016,2016,1
s1382-115,S.1382,115.0,0.0,4.0,25.0,2017,2018,2
ZZ3111637,S.AMDT.4720,114.0,0.0,2.0,4.0,2016,2016,1
ZZ3111636,S.AMDT.4749,114.0,0.0,2.0,4.0,2016,2016,1
ZZ3111624,S.AMDT.4750,114.0,0.0,2.0,4.0,2016,2016,1
ZZ3111623,S.AMDT.4685,114.0,0.0,2.0,4.0,2016,2016,1
ZZ3738199,H.AMDT.1030,114.0,0.0,2.0,2.0,2016,2016,1
s3164-117,S.3164,117.0,0.0,4.0,6.0,2021,2022,2
hr5064-117,H.R.5064,117.0,0.0,1.0,4.0,2023,2023,1
s4417-116,S.4417,116.0,0.0,2.0,2.0,2020,2020,1
ZZ2341781,S.3055,114.0,0.0,2.0,3.0,2014,2014,1
ZZ3113759,S.4751,114.0,0.0,4.0,8.0,2016,2016,1
ZZ2337689,H.AMDT.176,114.0,0.0,1.0,2.0,2013,2013,1
s1381-116,S.1381,116.0,0.0,2.0,22.0,2019,2020,2
s138-118,S.138,118.0,0.0,2.0,4.0,2023,2023,1
ZZ133061,H.1728,114.0,0.0,2.0,2.0,2016,2016,1
ZZ3738161,H.AMDT.1030,114.0,0.0,2.0,2.0,2016,2016,1
hr2966-112,H.R.2966,112.0,0.0,2.0,4.0,2013,2013,1
hr2965-113,H.R.2965,113.0,0.0,1.0,4.0,2013,2013,1
hr409-115,H.R.409,115.0,0.0,1.0,2.0,2017,2017,1
hr2417-112,H.R.2417,112.0,0.0,1.0,3.0,2013,2013,1
hr2598-116,H.R.2598,116.0,0.0,2.0,22.0,2019,2020,2
hr4031-112,H.R.4031,112.0,0.0,1.0,2.0,2013,2013,1
ZZ6942154,H.R.2,117.0,0.0,1.0,9.0,2021,2021,1
hr3666-115,H.R.3666,115.0,0.0,3.0,30.0,2018,2018,1
ZZ4843643,H.5652,114.0,0.0,1.0,2.0,2017,2017,1
hr4591-113,H.R.4591,113.0,0.0,4.0,4.0,2014,2014,1
hr4591-112,H.R.4591,112.0,0.0,1.0,3.0,2013,2013,1
hr4590-112,H.R.4590,112.0,0.0,1.0,3.0,2013,2013,1
ZZ1326571,S.AMDT.3450,114.0,0.0,5.0,2.0,2016,2016,1
ZZ4848058,S.3819,114.0,0.0,1.0,4.0,2017,2017,1
ZZ3731451,S.4751,114.0,0.0,4.0,8.0,2016,2016,1
s2435-112,S.2435,112.0,0.0,1.0,2.0,2013,2013,1
hr1758-116,H.R.1758,116.0,0.0,2.0,22.0,2019,2020,2
ZZ6946419,H1,117.0,0.0,2.0,2.0,2021,2021,1
s3190-112,S.3190,112.0,0.0,2.0,7.0,2013,2013,1
ZZ3108879,S.AMDT.3450,114.0,0.0,5.0,2.0,2016,2016,1
hr5078-112,H.R.5078,112.0,0.0,1.0,4.0,2013,2013,1
ZZ7160892,S.0000,117.0,0.0,2.0,2.0,2022,2022,1
ZZ2360014,S.3352,114.0,0.0,2.0,2.0,2014,2014,1
ZZ6942720,S.AMDT.3331,117.0,0.0,1.0,7.0,2021,2021,1
ZZ6689485,S.AMDT.2168,116.0,0.0,1.0,3.0,2020,2020,1
ZZ1920307,S.3352,114.0,0.0,2.0,2.0,2014,2014,1
ZZ309541,S.3043,114.0,0.0,2.0,3.0,2014,2014,1
s3199-112,S.3199,112.0,0.0,2.0,2.0,2013,2013,1
hr1766-117,H.R.1766,117.0,0.0,2.0,3.0,2021,2021,1
ZZ4854913,S.3932,114.0,0.0,1.0,2.0,2017,2017,1
ZZ4854906,H7,114.0,0.0,1.0,2.0,2017,2017,1
ZZ1918722,H4,114.0,0.0,2.0,2.0,2013,2013,1
ZZ3739583,H5489,114.0,0.0,2.0,1.0,2016,2016,1
ZZ3739582,H5489,114.0,0.0,2.0,1.0,2016,2016,1
ZZ374228,H.R.5967,114.0,0.0,3.0,6.0,2014,2014,1
hr4036-116,H.R.4036,116.0,0.0,1.0,8.0,2020,2020,1
ZZ599618,S.AMDT.4685,114.0,0.0,2.0,4.0,2016,2016,1
ZZ4856483,H7,114.0,0.0,1.0,2.0,2017,2017,1
s1342-116,S.1342,116.0,0.0,2.0,44.0,2019,2020,2
hr1359-114,H.R.1359,114.0,0.0,2.0,0.0,2015,2016,2
hr1360-116,H.R.1360,116.0,0.0,6.0,30.0,2019,2020,2
ZZ977519,H5489,114.0,0.0,1.0,2.0,2016,2016,1
ZZ977504,H5489,114.0,0.0,1.0,2.0,2016,2016,1
ZZ599625,S.AMDT.4685,114.0,0.0,2.0,4.0,2016,2016,1
s1348-116,S.1348,116.0,0.0,2.0,22.0,2019,2020,2
s1347-117,S.1347,117.0,0.0,2.0,10.0,2022,2022,1
ZZ4861308,S.3932,114.0,0.0,1.0,2.0,2016,2016,1
ZZ4855122,S.3932,114.0,0.0,1.0,2.0,2017,2017,1
ZZ7266022,H2,114.0,0.0,2.0,2.0,2023,2023,1
ZZ2358023,S.AMDT.578,114.0,0.0,1.0,2.0,2013,2013,1
ZZ2357200,S.0000,114.0,0.0,1.0,4.0,2014,2014,1
ZZ2356319,H.R.0000,114.0,0.0,2.0,4.0,2013,2013,1
s4367-117,S.4367,117.0,0.0,2.0,4.0,2021,2022,2
ZZ6942722,S.AMDT.3442,117.0,0.0,1.0,7.0,2021,2021,1
ZZ6942721,S.AMDT.3758,117.0,0.0,1.0,7.0,2021,2021,1
hr5508-115,H.R.5508,115.0,0.0,2.0,2.0,2018,2018,1
hr2612-113,H.R.2612,113.0,0.0,11.0,353.0,2013,2014,2
ZZ4855115,H7,114.0,0.0,1.0,2.0,2017,2017,1
ZZ7265762,H2,114.0,0.0,2.0,2.0,2023,2023,1
ZZ4868018,SR.189,114.0,0.0,1.0,3.0,2016,2016,1
s1335-115,S.1335,115.0,0.0,1.0,3.0,2017,2017,1
ZZ4861983,H.1728,114.0,0.0,2.0,3.0,2016,2016,1
hr1771-115,H.R.1771,115.0,0.0,3.0,30.0,2018,2018,1
ZZ5992327,H.5394,114.0,0.0,1.0,3.0,2016,2016,1
ZZ5991574,H.683,114.0,0.0,1.0,0.0,2016,2016,1
ZZ1943584,S.3056,114.0,0.0,2.0,2.0,2014,2014,1
ZZ4865866,S.J.28,114.0,0.0,1.0,2.0,2016,2016,1
hr334-115,H.R.334,115.0,0.0,3.0,30.0,2018,2018,1
ZZ3087610,H.5394,114.0,0.0,1.0,3.0,2016,2016,1
ZZ3086857,H.683,114.0,0.0,1.0,0.0,2016,2016,1
s2484-117,S.2484,117.0,0.0,9.0,12.0,2021,2023,3
s2484-116,S.2484,116.0,0.0,6.0,0.0,2019,2020,2
hr5080-116,H.R.5080,116.0,0.0,3.0,14.0,2019,2019,1
hr5080-113,H.R.5080,113.0,0.0,1.0,2.0,2014,2014,1
hr5079-112,H.R.5079,112.0,0.0,1.0,4.0,2013,2013,1
ZZ2361053,H.R.6381,114.0,0.0,1.0,3.0,2014,2014,1
ZZ4858396,S.3932,114.0,0.0,1.0,2.0,2015,2015,1
ZZ4856490,S.3932,114.0,0.0,1.0,2.0,2017,2017,1
hr7447-117,H.R.7447,117.0,0.0,1.0,16.0,2021,2021,1
hr2124-118,H.R.2124,118.0,0.0,2.0,3.0,2023,2023,1
ZZ1309170,S.AMDT.4720,114.0,0.0,2.0,4.0,2016,2016,1
ZZ1309150,S.AMDT.4749,114.0,0.0,2.0,4.0,2016,2016,1
ZZ1309006,S.AMDT.4750,114.0,0.0,2.0,4.0,2016,2016,1
ZZ1308986,S.AMDT.4685,114.0,0.0,2.0,4.0,2016,2016,1
ZZ1308868,S.AMDT.578,114.0,0.0,1.0,2.0,2013,2013,1
s891-116,S.891,116.0,0.0,2.0,22.0,2019,2020,2
hr1768-117,H.R.1768,117.0,0.0,9.0,32.0,2021,2022,2
ZZ370561,S.3037,114.0,0.0,2.0,2.0,2014,2014,1
ZZ5978500,SR.189,114.0,0.0,1.0,3.0,2016,2016,1
s2433-115,S.2433,115.0,0.0,3.0,30.0,2018,2018,1
ZZ1309892,H.RES.5265,114.0,0.0,1.0,2.0,2016,2016,1
ZZ1309801,H.RES.5265,114.0,0.0,1.0,2.0,2016,2016,1
ZZ1309219,S.AMDT.4750,114.0,0.0,2.0,4.0,2016,2016,1
ZZ1309178,S.AMDT.4751,114.0,0.0,2.0,4.0,2016,2016,1
ZZ1309173,S.AMDT.4685,114.0,0.0,2.0,4.0,2016,2016,1
hr1778-113,H.R.1778,113.0,0.0,1.0,2.0,2013,2013,1
ZZ5976516,S.J.28,114.0,0.0,1.0,2.0,2016,2016,1
hr2124-116,H.R.2124,116.0,0.0,6.0,0.0,2019,2020,2
s2433-113,S.2433,113.0,0.0,1.0,2.0,2014,2014,1
s2433-112,S.2433,112.0,0.0,1.0,2.0,2013,2013,1
ZZ596978,S.3352,114.0,0.0,2.0,2.0,2014,2014,1
ZZ596970,S.J.28,114.0,0.0,1.0,2.0,2016,2016,1
ZZ5967086,H.1728,114.0,0.0,2.0,3.0,2016,2016,1
ZZ13065,S.3932,114.0,0.0,1.0,2.0,2015,2015,1
hr4577-116,H.R.4577,116.0,0.0,1.0,2.0,2020,2020,1
hr1779-116,H.R.1779,116.0,0.0,4.0,44.0,2019,2020,2
ZZ5972297,S.3932,114.0,0.0,1.0,2.0,2016,2016,1
ZZ5972072,S.3932,114.0,0.0,1.0,2.0,2015,2015,1
s1320-116,S.1320,116.0,0.0,2.0,22.0,2019,2020,2
s1319-115,S.1319,115.0,0.0,3.0,30.0,2018,2018,1
ZZ4882517,H.5394,114.0,0.0,1.0,3.0,2016,2016,1
s3241-115,S.3241,115.0,0.0,3.0,30.0,2018,2018,1
ZZ3067580,S.3932,114.0,0.0,1.0,2.0,2016,2016,1
s2434-112,S.2434,112.0,0.0,1.0,2.0,2013,2013,1
hr5500-115,H.R.5500,115.0,0.0,3.0,30.0,2018,2018,1
hr5086-112,H.R.5086,112.0,0.0,1.0,4.0,2013,2013,1
hr5085-112,H.R.5085,112.0,0.0,1.0,4.0,2013,2013,1
hr5084-115,H.R.5084,115.0,0.0,13.0,10.0,2018,2018,1
hr5084-112,H.R.5084,112.0,0.0,1.0,4.0,2013,2013,1
hr3231-116,H.R.3231,116.0,0.0,2.0,22.0,2019,2020,2
ZZ4881764,H.683,114.0,0.0,1.0,0.0,2016,2016,1
ZZ3747977,H.AMDT.1218,114.0,0.0,4.0,3.0,2016,2016,1
ZZ5965513,S.3932,114.0,0.0,1.0,7.0,2018,2018,1
ZZ5965506,H7,114.0,0.0,1.0,7.0,2018,2018,1
ZZ490231,S.3932,114.0,0.0,1.0,2.0,2015,2015,1
ZZ6960889,H.R.2,117.0,0.0,1.0,6.0,2021,2021,1
ZZ6957399,H2,117.0,0.0,1.0,3.0,2021,2021,1
hr2787-116,H.R.2787,116.0,0.0,2.0,4.0,2019,2020,2
ZZ2371377,S.3040,114.0,0.0,2.0,2.0,2014,2014,1
s3235-115,S.3235,115.0,0.0,3.0,30.0,2018,2018,1
ZZ6959718,H.R.2,117.0,0.0,1.0,6.0,2021,2021,1
ZZ6958948,H.R.2,117.0,0.0,2.0,6.0,2021,2021,1
ZZ6958943,H.R.2,117.0,0.0,2.0,6.0,2021,2021,1
ZZ6958571,H2,117.0,0.0,1.0,5.0,2021,2021,1
ZZ6958507,H.R.2,117.0,0.0,1.0,6.0,2021,2021,1
ZZ6957400,H2,117.0,0.0,1.0,3.0,2021,2021,1
hr5484-117,H.R.5484,117.0,0.0,3.0,6.0,2021,2021,1
ZZ3704549,H.683,114.0,0.0,1.0,0.0,2016,2016,1
ZZ4903786,S.AMDT.3450,114.0,0.0,5.0,2.0,2016,2016,1
ZZ4906547,S.AMDT.4750,114.0,0.0,2.0,4.0,2016,2016,1
ZZ4906546,S.AMDT.4751,114.0,0.0,2.0,4.0,2016,2016,1
ZZ4906545,S.AMDT.4685,114.0,0.0,2.0,4.0,2016,2016,1
ZZ4906544,S.AMDT.4720,114.0,0.0,2.0,4.0,2016,2016,1
ZZ4906543,S.AMDT.4749,114.0,0.0,2.0,4.0,2016,2016,1
ZZ4906531,S.AMDT.4750,114.0,0.0,2.0,4.0,2016,2016,1
ZZ4906530,S.AMDT.4685,114.0,0.0,2.0,4.0,2016,2016,1
s900-116,S.900,116.0,0.0,2.0,22.0,2019,2020,2
hr2970-116,H.R.2970,116.0,0.0,4.0,44.0,2019,2020,2
ZZ983318,H.AMDT.1218,114.0,0.0,4.0,3.0,2016,2016,1
ZZ7264258,H2,114.0,0.0,1.0,2.0,2023,2023,1
ZZ4906584,H.RES.5265,114.0,0.0,1.0,2.0,2016,2016,1
ZZ4906578,H.RES.5265,114.0,0.0,1.0,2.0,2016,2016,1
ZZ4916798,H5489,114.0,0.0,2.0,1.0,2016,2016,1
ZZ4916797,H5489,114.0,0.0,2.0,1.0,2016,2016,1
ZZ7262799,SR.531,114.0,0.0,1.0,3.0,2023,2023,1
ZZ987716,S.AMDT.5185,114.0,0.0,2.0,3.0,2016,2016,1
ZZ987681,S.AMDT.5185,114.0,0.0,2.0,3.0,2016,2016,1
ZZ987617,S.AMDT.5185,114.0,0.0,2.0,3.0,2016,2016,1
ZZ7262798,SR.530,114.0,0.0,1.0,3.0,2023,2023,1
ZZ491197,H.683,114.0,0.0,1.0,0.0,2016,2016,1
hr1778-112,H.R.1778,112.0,0.0,2.0,4.0,2013,2013,1
hr1777-117,H.R.1777,117.0,0.0,2.0,4.0,2021,2022,2
ZZ5956736,H.R.9,114.0,0.0,3.0,2.0,2017,2017,1
ZZ5963650,H7,114.0,0.0,1.0,7.0,2017,2017,1
ZZ4915470,H.AMDT.1030,114.0,0.0,2.0,2.0,2016,2016,1
ZZ4915456,H.AMDT.1030,114.0,0.0,2.0,2.0,2016,2016,1
ZZ4915437,H.AMDT.1030,114.0,0.0,2.0,2.0,2016,2016,1
ZZ4915414,H.AMDT.1030,114.0,0.0,2.0,2.0,2016,2016,1
ZZ4915376,H.AMDT.1030,114.0,0.0,2.0,2.0,2016,2016,1
ZZ988095,S.AMDT.5185,114.0,0.0,2.0,3.0,2016,2016,1
ZZ988059,S.AMDT.5185,114.0,0.0,2.0,3.0,2016,2016,1
ZZ987956,S.AMDT.5185,114.0,0.0,2.0,3.0,2016,2016,1
ZZ3035394,S.AMDT.4720,114.0,0.0,2.0,4.0,2016,2016,1
ZZ3035393,S.AMDT.4749,114.0,0.0,2.0,4.0,2016,2016,1
ZZ3067188,S.3932,114.0,0.0,1.0,2.0,2015,2015,1
ZZ3067080,H.1728,114.0,0.0,2.0,3.0,2016,2016,1
ZZ3073447,SR.189,114.0,0.0,1.0,3.0,2016,2016,1
ZZ3071463,S.J.28,114.0,0.0,1.0,2.0,2016,2016,1
s435-115,S.435,115.0,0.0,1.0,2.0,2017,2017,1
ZZ2386465,S.3056,114.0,0.0,2.0,2.0,2014,2014,1
hr4901-112,H.R.4901,112.0,0.0,3.0,2.0,2013,2013,1
hr1611-116,H.R.1611,116.0,0.0,6.0,0.0,2019,2020,2
ZZ6962473,H.R.2,117.0,0.0,1.0,6.0,2021,2021,1
ZZ6961882,H.R.2,117.0,0.0,2.0,6.0,2021,2021,1
s25-117,S.25,117.0,0.0,1.0,2.0,2021,2021,1
hr7509-117,H.R.7509,117.0,0.0,1.0,14.0,2022,2022,1
ZZ4908666,S.4751,114.0,0.0,4.0,8.0,2016,2016,1
ZZ5963657,S.3932,114.0,0.0,1.0,7.0,2017,2017,1
hr2108-115,H.R.2108,115.0,0.0,3.0,30.0,2018,2018,1
hr7540-116,H.R.7540,116.0,0.0,1.0,22.0,2020,2020,1
hr4565-115,H.R.4565,115.0,0.0,3.0,30.0,2018,2018,1
hr4563-113,H.R.4563,113.0,0.0,4.0,4.0,2014,2014,1
hr4560-116,H.R.4560,116.0,0.0,4.0,8.0,2019,2020,2
ZZ4925192,H.AMDT.1218,114.0,0.0,4.0,3.0,2016,2016,1
hr5982-117,H.R.5982,117.0,0.0,2.0,5.0,2021,2022,2
ZZ374310,H.R.5967,114.0,0.0,3.0,6.0,2014,2014,1
hr5480-117,H.R.5480,117.0,0.0,2.0,6.0,2021,2022,2
hr5095-115,H.R.5095,115.0,0.0,3.0,30.0,2018,2018,1
hr5474-114,H.R.5474,114.0,0.0,1.0,2.0,2016,2016,1
hr3338-114,H.R.3338,114.0,0.0,21.0,17.0,2015,2016,2
ZZ3035397,S.AMDT.4750,114.0,0.0,2.0,4.0,2016,2016,1
ZZ3035396,S.AMDT.4751,114.0,0.0,2.0,4.0,2016,2016,1
ZZ3035395,S.AMDT.4685,114.0,0.0,2.0,4.0,2016,2016,1
ZZ377322,H.R.8,114.0,0.0,1.0,3.0,2014,2014,1
ZZ3761067,H.5394,114.0,0.0,1.0,3.0,2016,2016,1
ZZ4938282,H.5394,114.0,0.0,1.0,3.0,2016,2016,1
ZZ377096,H.R.6726,114.0,0.0,1.0,3.0,2014,2014,1
ZZ376912,H.R.8,114.0,0.0,1.0,3.0,2014,2014,1
ZZ5956733,H.R.9,114.0,0.0,3.0,2.0,2017,2017,1
ZZ3754042,H5489,114.0,0.0,2.0,1.0,2016,2016,1
hr7551-116,H.R.7551,116.0,0.0,1.0,2.0,2020,2020,1
ZZ4931257,H5489,114.0,0.0,2.0,1.0,2016,2016,1
ZZ4931256,H5489,114.0,0.0,2.0,1.0,2016,2016,1
s1271-116,S.1271,116.0,0.0,2.0,22.0,2019,2020,2
ZZ3754041,H5489,114.0,0.0,2.0,1.0,2016,2016,1
hr5970-112,H.R.5970,112.0,0.0,1.0,2.0,2013,2013,1
s2507-116,S.2507,116.0,0.0,12.0,8.0,2019,2020,2
ZZ993172,H.5394,114.0,0.0,1.0,3.0,2016,2016,1
s126-115,S.126,115.0,0.0,4.0,2.0,2017,2017,1
ZZ4958785,SR.189,114.0,0.0,1.0,4.0,2016,2016,1
ZZ3690803,SR.189,114.0,0.0,1.0,3.0,2016,2016,1
ZZ4950682,S.J.28,114.0,0.0,1.0,2.0,2016,2016,1
hr545-118,H.R.545,118.0,0.0,2.0,12.0,2023,2023,1
ZZ3035381,S.AMDT.4750,114.0,0.0,2.0,4.0,2016,2016,1
ZZ3035380,S.AMDT.4685,114.0,0.0,2.0,4.0,2016,2016,1
ZZ2388354,S.3037,114.0,0.0,2.0,2.0,2014,2014,1
ZZ6963354,H.R.2,117.0,0.0,1.0,6.0,2021,2021,1
ZZ3688651,S.J.28,114.0,0.0,1.0,2.0,2016,2016,1
hr1614-117,H.R.1614,117.0,0.0,1.0,2.0,2021,2021,1
ZZ6963261,H.R.2,117.0,0.0,2.0,6.0,2021,2021,1
hr5467-116,H.R.5467,116.0,0.0,1.0,4.0,2020,2020,1
hr3331-114,H.R.3331,114.0,0.0,7.0,13.0,2015,2015,1
hr2625-115,H.R.2625,115.0,0.0,3.0,30.0,2018,2018,1
